dataset,source_csv,row_index,title,doi_or_url,regime,regime_score,relevant,models_detected,families_detected,include_any_use,primary_model,primary_family,include_primary_only,primary_reason,doi_norm,openalex_openalex_id,openalex_doi,openalex_title,openalex_abstract,openalex_authors,openalex_source,openalex_year,openalex_publication_date,openalex_matched_ml_terms,openalex_regime_selected,openalex_matched_regime_terms,openalex__openalex_source_file,pdf_downloaded,manual_primary_family,manual_primary_model,manual_primary_ambiguous,manual_families_any,manual_models_any
ukb_imaging,openalex_ukb_imaging_H_ml_top350.csv,17,Automatic left ventricular outflow tract classification for accurate cardiac MR planning,https://doi.org/10.1109/isbi.2018.8363616,H,1,TRUE,CNN,Deep learning,TRUE,CNN,Deep learning,TRUE,ok,10.1109/isbi.2018.8363616,https://openalex.org/W2807082523,https://doi.org/10.1109/isbi.2018.8363616,Automatic left ventricular outflow tract classification for accurate cardiac MR planning,"Cardiac MR planning is important to ensure high quality image data and to enable accurate quantification of cardiac function. One result of inaccurate planning is an `off-axis' orientation of the 4-chamber view, often recognized by the presence of the left ventricular outflow tract (LVOT). This can lead to difficulties in assessment of atrial volumes and septal wall motion, either manually by experts or by automated image analysis algorithms. For large datasets such as the UK biobank, manual labelling is tedious and automated analysis pipelines including automatic image quality assessment need to be developed. In this paper, we propose a method to automatically detect the presence of the LVOT in cardiac MRI, which can aid identifying poorly planned 4-chamber images. Our method is based on Convolutional Neural Networks (CNNs) and is able to detect LVOT in 4-chamber images in less than 1ms. We test our algorithm on a subset of the UK biobank dataset (246 cardiac MR images) and achieve an average accuracy of 83%. We compare our approach to a range of state of the art classification methods.","İlkay Öksüz, Bram Ruijsink, Esther Puyol‐Antón, et al.",,2018,4/1/2018,classification; algorithm; neural network; neural networks; ann; convolutional neural network; cnn,H,mri; ct,openalex_ukb_imaging_H_ml_top350.csv,FALSE,Deep learning,CNN,FALSE,Deep learning,CNN
camelyon,openalex_camelyon_H_ml_top350.csv,86,Randomized Input Sampling for Explanation (RISE).,https://doi.org/10.1371/journal.pdig.0000792.g009,H,2,TRUE,DNN; Transformer,Deep learning,TRUE,Transformer,Deep learning,TRUE,ok,10.1371/journal.pdig.0000792.g009,https://openalex.org/W7111052130,https://doi.org/10.1371/journal.pdig.0000792.g009,Randomized Input Sampling for Explanation (RISE).,"<div> Recent advancements in deep learning have shown promise in enhancing the performance of medical image analysis. In pathology, automated whole slide imaging has transformed clinical workflows by streamlining routine tasks and diagnostic and prognostic support. However, the lack of transparency of deep learning models, often described as <i>black boxes</i>, poses a significant barrier to their clinical adoption. This study evaluates various explainability methods for Vision Transformers, assessing their effectiveness in explaining the rationale behind their classification predictions on histopathological images. Using a Vision Transformer trained on the publicly available CAMELYON16 dataset comprising of 399 whole slide images of lymph node metastases of patients with breast cancer, we conducted a comparative analysis of a diverse range of state-of-the-art techniques for generating explanations through heatmaps, including Attention Rollout, Integrated Gradients, RISE, and ViT-Shapley. Our findings reveal that Attention Rollout and Integrated Gradients are prone to artifacts, while RISE and particularly ViT-Shapley generate more reliable and interpretable heatmaps. ViT-Shapley also demonstrated faster runtime and superior performance in insertion and deletion metrics. These results suggest that integrating ViT-Shapley-based heatmaps into pathology reports could enhance trust and scalability in clinical workflows, facilitating the adoption of explainable artificial intelligence in pathology. </div>","Jens Rahnfeld (21095109), Mehdi Naouar (18954997), Gabriel Kalweit (11047566), et al.",Figshare,2025,4/15/2025,artificial intelligence; deep learning; prediction; classification; transformer,H,whole slide image; ct,openalex_camelyon_H_ml_top350.csv,FALSE,Deep learning,DNN;Transformer,TRUE,Deep learning,DNN;Transformer
adni,openalex_adni_H_ml_top350.csv,39,Early Diagnosis of Alzheimer's Disease Using Deep Learning,https://doi.org/10.1145/3341016.3341024,H,1,TRUE,CNN; DNN; Ensemble,Deep learning; Ensemble / stacking,TRUE,Ensemble,Ensemble / stacking,TRUE,ok,10.1145/3341016.3341024,https://openalex.org/W2968809615,https://doi.org/10.1145/3341016.3341024,Early Diagnosis of Alzheimer's Disease Using Deep Learning,"Alzheimer's disease (AD) leads to memory loss and impairment, which may cause further symptoms. It affects lives of patients seriously and is not curable, but early confirmation of AD may be helpful to start proper treatment so as to avoid further brain damage. Over the past decades, machine learning methods have been applied to the classification of AD with results based on manually prepared features and a classifier having a multiple-step architecture. Recently, with the development of deep learning, the end to- end process of neural networks has been employed for pattern classification. In this paper, we focus on early diagnosis of AD based on convolutional neural networks (ConvNets) by using magnetic resonance imaging (MRI). Image slices of gray matter and white matter from MRI have been used as the inputs for classification. Ensemble learning methods have been employed after the convolutional operations for improving the classification by combining outputs of deep learning classifiers [27]. Three base ConvNets were designed, implemented, and compared in this paper. Our method was evaluated based on a dataset from the Alzheimer's Disease Neuroimaging Initiative for the early diagnosis of this illness. In particular, the accuracy rates of our classifications have reached up to 97.65% for AD/mild cognitive impairment and 88.37% for mild cognitive impairment/normal control.","Huanhuan Ji, Zhenbing Liu, Wei Qi Yan, et al.",,2019,6/15/2019,machine learning; deep learning; classifier; classification; neural network; neural networks; convolutional neural network,H,mri; ct,openalex_adni_H_ml_top350.csv,FALSE,Deep learning,CNN,FALSE,Deep learning;Ensemble / stacking,CNN;DNN;Ensemble
gtex,openalex_gtex_H_ml_top350.csv,113,Comprehensive Analysis of Molecular Clusters and Prognostic Signature Based on m7G-related LncRNAs in Esophageal Squamous Cell Carcinoma,https://doi.org/10.3389/fonc.2022.893186,H,2,TRUE,LASSO; Cox Proportional Hazards; Kaplan–Meier,Linear / GLM; Survival models,TRUE,LASSO,Linear / GLM,TRUE,ok,10.3389/fonc.2022.893186,https://openalex.org/W4285389726,https://doi.org/10.3389/fonc.2022.893186,Comprehensive Analysis of Molecular Clusters and Prognostic Signature Based on m7G-related LncRNAs in Esophageal Squamous Cell Carcinoma,"N7-Methylguanosine (m7G) and long non-coding RNAs (lncRNAs) have been widely reported to play an important role in cancer. However, there is little known about the relationship between m7G-related lncRNAs and esophageal squamous cell carcinoma (ESCC). In this study, we aimed to find new potential biomarkers and construct an m7G-related lncRNA prognostic signature for ESCC. Three molecular clusters were identified by consensus clustering of 963 m7G-related lncRNAs, of which cluster B is preferentially related to poorer prognosis, higher immune and stromal scores, higher mRNA levels of immune checkpoints, and higher immune infiltrate level. We constructed a robust and effective m7G-related lncRNA prognostic signature (m7G-LPS, including 7 m7G-related prognostic lncRNAs) and demonstrated its prognostic value and predictive ability in the GEO and TCGA cohorts. The risk score was able to serve as an independent risk factor for patients with ESCC and showed better prediction than the traditional clinical risk factors. The immune score, stromal score, the infiltration level of immune cells and expression of immune checkpoints were significantly higher in the high-risk subgroup compared to the low-risk subgroup. The establishment of nomogram further improved the performance of m7G-LPS and facilitated its clinical application. Finally, we used GTEx RNA-seq data and qRT-PCR experiments to verify the expression levels of 7 m7G-related lncRNAs. To a certain degree, m7G-lncRNAs can be used as prognostic markers and therapeutic targets for ESCC patients.","Fangchao Zhao, Zefang Dong, Yishuai Li, et al.",Frontiers in Oncology,2022,7/14/2022,prediction; predictive,H,ct,openalex_gtex_H_ml_top350.csv,TRUE,Linear / GLM;Survival models,Cox Proportional Hazards;Kaplan-Meier;LASSO,TRUE,Linear / GLM;Survival models,LASSO;Cox Proportional Hazards;Kaplan-Meier
tcga,openalex_tcga_H_ml_top350.csv,210,A Bioinformatic Analysis of Immune-Related Prognostic Genes in Clear Cell Renal Cell Carcinoma Based on TCGA and GEO Databases,,H,1,TRUE,LASSO; Cox Proportional Hazards,Linear / GLM; Survival models,TRUE,LASSO,Linear / GLM,TRUE,ok,,,,,,,,,,,,,,FALSE,None/Unclear,None/Unclear,TRUE,,
camelyon,openalex_camelyon_H_ml_top350.csv,75,A Fast and Refined Cancer Regions Segmentation Framework in Whole-slide Breast Pathological Images,https://doi.org/10.1038/s41598-018-37492-9,H,4,TRUE,CNN; DNN; Random Forest; Ensemble,Deep learning; Ensemble / stacking; Tree-based ensemble,TRUE,Random Forest,Tree-based ensemble,TRUE,ok,10.1038/s41598-018-37492-9,https://openalex.org/W2921577390,https://doi.org/10.1038/s41598-018-37492-9,A Fast and Refined Cancer Regions Segmentation Framework in Whole-slide Breast Pathological Images,"Supervised learning methods are commonly applied in medical image analysis. However, the success of these approaches is highly dependent on the availability of large manually detailed annotated dataset. Thus an automatic refined segmentation of whole-slide image (WSI) is significant to alleviate the annotation workload of pathologists. But most of the current ways can only output a rough prediction of lesion areas and consume much time in each slide. In this paper, we propose a fast and refined cancer regions segmentation framework v3_DCNN, which first preselects tumor regions using a classification model Inception-v3 and then employs a semantic segmentation model DCNN for refined segmentation. Our framework can generate a dense likelihood heatmap with the 1/8 side of original WSI in 11.5 minutes on the Camelyon16 dataset, which saves more than one hour for each WSI compared with the initial DCNN model. Experimental results show that our approach achieves a higher FROC score 83.5% with the champion's method of Camelyon16 challenge 80.7%. Based on v3 DCNN model, we further automatically produce heatmap of WSI and extract polygons of lesion regions for doctors, which is very helpful for their pathological diagnosis, detailed annotation and thus contributes to developing a more powerful deep learning model.","Zichao Guo, Hong Liu, Haomiao Ni, et al.",Scientific Reports,2019,1/29/2019,deep learning; prediction; classification; ann; cnn,H,ct; segmentation,openalex_camelyon_H_ml_top350.csv,TRUE,Tree-based ensemble,Random Forest,FALSE,Deep learning;Tree-based ensemble;Ensemble / stacking,CNN;DNN;Random Forest;Ensemble
tcga,openalex_tcga_H_ml_top350.csv,51,A Graph-Transformer for Whole Slide Image Classification,https://doi.org/10.1109/tmi.2022.3176598,H,3,TRUE,DNN; Transformer,Deep learning,TRUE,Transformer,Deep learning,TRUE,ok,10.1109/tmi.2022.3176598,https://openalex.org/W4281257868,https://doi.org/10.1109/tmi.2022.3176598,A Graph-Transformer for Whole Slide Image Classification,"Deep learning is a powerful tool for whole slide image (WSI) analysis. Typically, when performing supervised deep learning, a WSI is divided into small patches, trained and the outcomes are aggregated to estimate disease grade. However, patch-based methods introduce label noise during training by assuming that each patch is independent with the same label as the WSI and neglect overall WSI-level information that is significant in disease grading. Here we present a Graph-Transformer (GT) that fuses a graph-based representation of an WSI and a vision transformer for processing pathology images, called GTP, to predict disease grade. We selected 4,818 WSIs from the Clinical Proteomic Tumor Analysis Consortium (CPTAC), the National Lung Screening Trial (NLST), and The Cancer Genome Atlas (TCGA), and used GTP to distinguish adenocarcinoma (LUAD) and squamous cell carcinoma (LSCC) from adjacent non-cancerous tissue (normal). First, using NLST data, we developed a contrastive learning framework to generate a feature extractor. This allowed us to compute feature vectors of individual WSI patches, which were used to represent the nodes of the graph followed by construction of the GTP framework. Our model trained on the CPTAC data achieved consistently high performance on three-label classification (normal versus LUAD versus LSCC: mean accuracy = 91.2 ± 2.5%) based on five-fold cross-validation, and mean accuracy = 82.3 ± 1.0% on external test data (TCGA). We also introduced a graph-based saliency mapping technique, called GraphCAM, that can identify regions that are highly associated with the class label. Our findings demonstrate GTP as an interpretable and effective deep learning framework for WSI-level classification.","Yi Zheng, Rushin H. Gindra, Emily J. Green, et al.",IEEE Transactions on Medical Imaging,2022,5/20/2022,deep learning; classification; transformer; cross-validation,H,whole slide image; ct; image classification,openalex_tcga_H_ml_top350.csv,FALSE,Deep learning,DNN;Transformer,TRUE,Deep learning,DNN;Transformer
adni,openalex_adni_H_ml_top350.csv,101,Spatial-Temporal Dependency Modeling and Network Hub Detection for Functional MRI Analysis via Convolutional-Recurrent Network,https://doi.org/10.1109/tbme.2019.2957921,H,2,TRUE,DNN; LSTM; RNN,Deep learning,TRUE,LSTM,Deep learning,TRUE,ok,10.1109/tbme.2019.2957921,https://openalex.org/W2998642388,https://doi.org/10.1109/tbme.2019.2957921,Spatial-Temporal Dependency Modeling and Network Hub Detection for Functional MRI Analysis via Convolutional-Recurrent Network,"Early identification of dementia at the stage of mild cognitive impairment (MCI) is crucial for timely diagnosis and intervention of Alzheimer's disease (AD). Although several pioneering studies have been devoted to automated AD diagnosis based on resting-state functional magnetic resonance imaging (rs-fMRI), their performance is somewhat limited due to non-effective mining of spatial-temporal dependency. Besides, few of these existing approaches consider the explicit detection and modeling of discriminative brain regions (i.e., network hubs) that are sensitive to AD progression. In this paper, we propose a unique Spatial-Temporal convolutional-recurrent neural Network (STNet) for automated prediction of AD progression and network hub detection from rs-fMRI time series. Our STNet incorporates the spatial-temporal information mining and AD-related hub detection into an end-to-end deep learning model. Specifically, we first partition rs-fMRI time series into a sequence of overlapping sliding windows. A sequence of convolutional components are then designed to capture the local-to-global spatially-dependent patterns within each sliding window, based on which we are able to identify discriminative hubs and characterize their unique contributions to disease diagnosis. A recurrent component with long short-term memory (LSTM) units is further employed to model the whole-brain temporal dependency from the spatially-dependent pattern sequences, thus capturing the temporal dynamics along time. We evaluate the proposed method on 174 subjects with 563 rs-fMRI scans from the Alzheimer's Disease Neuroimaging Initiative (ADNI) database, with results suggesting the effectiveness of our method in both tasks of disease progression prediction and AD-related hub detection.","Mingliang Wang, Chunfeng Lian, Dongren Yao, et al.",IEEE Transactions on Biomedical Engineering,2019,12/13/2019,deep learning; prediction; neural network; recurrent neural network; lstm,H,mri; fmri; ct,openalex_adni_H_ml_top350.csv,FALSE,Deep learning,LSTM,FALSE,Deep learning,DNN;LSTM;RNN
adni,openalex_adni_H_ml_top350.csv,112,Domain Transfer Learning for MCI Conversion Prediction,https://doi.org/10.1109/tbme.2015.2404809,H,2,TRUE,Support Vector Machine,Kernel / instance-based,TRUE,Support Vector Machine,Kernel / instance-based,TRUE,ok,10.1109/tbme.2015.2404809,https://openalex.org/W2018935975,https://doi.org/10.1109/tbme.2015.2404809,Domain Transfer Learning for MCI Conversion Prediction,"Machine learning methods have successfully been used to predict the conversion of mild cognitive impairment (MCI) to Alzheimer's disease (AD), by classifying MCI converters (MCI-C) from MCI nonconverters (MCI-NC). However, most existing methods construct classifiers using data from one particular target domain (e.g., MCI), and ignore data in other related domains (e.g., AD and normal control (NC)) that may provide valuable information to improve MCI conversion prediction performance. To address is limitation, we develop a novel domain transfer learning method for MCI conversion prediction, which can use data from both the target domain (i.e., MCI) and auxiliary domains (i.e., AD and NC). Specifically, the proposed method consists of three key components: 1) a domain transfer feature selection component that selects the most informative feature-subset from both target domain and auxiliary domains from different imaging modalities; 2) a domain transfer sample selection component that selects the most informative sample-subset from the same target and auxiliary domains from different data modalities; and 3) a domain transfer support vector machine classification component that fuses the selected features and samples to separate MCI-C and MCI-NC patients. We evaluate our method on 202 subjects from the Alzheimer's Disease Neuroimaging Initiative (ADNI) that have MRI, FDG-PET, and CSF data. The experimental results show the proposed method can classify MCI-C patients from MCI-NC patients with an accuracy of 79.4%, with the aid of additional domain knowledge learned from AD and NC.","Bo Cheng, Mingxia Liu, Daoqiang Zhang, et al.",IEEE Transactions on Biomedical Engineering,2015,3/2/2015,machine learning; prediction; classifier; classification; support vector machine,H,mri; ct; pet,openalex_adni_H_ml_top350.csv,FALSE,Kernel / instance-based,Support Vector Machine,FALSE,Kernel / instance-based,Support Vector Machine
adni,openalex_adni_H_ml_top350.csv,217,Alzheimer's Disease Diagnosis Using Landmark-Based Features From Longitudinal Structural MR Images,https://doi.org/10.1109/jbhi.2017.2704614,H,2,TRUE,Support Vector Machine,Kernel / instance-based,TRUE,Support Vector Machine,Kernel / instance-based,TRUE,ok,10.1109/jbhi.2017.2704614,https://openalex.org/W2614542815,https://doi.org/10.1109/jbhi.2017.2704614,Alzheimer's Disease Diagnosis Using Landmark-Based Features From Longitudinal Structural MR Images,"Structural magnetic resonance imaging (MRI) has been proven to be an effective tool for Alzheimer's disease (AD) diagnosis. While conventional MRI-based AD diagnosis typically uses images acquired at a single time point, a longitudinal study is more sensitive in detecting early pathological changes of AD, making it more favorable for accurate diagnosis. In general, there are two challenges faced in MRI-based diagnosis. First, extracting features from structural MR images requires time-consuming nonlinear registration and tissue segmentation, whereas the longitudinal study with involvement of more scans further exacerbates the computational costs. Moreover, the inconsistent longitudinal scans (i.e., different scanning time points and also the total number of scans) hinder extraction of unified feature representations in longitudinal studies. In this paper, we propose a landmark-based feature extraction method for AD diagnosis using longitudinal structural MR images, which does not require nonlinear registration or tissue segmentation in the application stage and is also robust to inconsistencies among longitudinal scans. Specifically, first, the discriminative landmarks are automatically discovered from the whole brain using training images, and then efficiently localized using a fast landmark detection method for testing images, without the involvement of any nonlinear registration and tissue segmentation; and second, high-level statistical spatial features and contextual longitudinal features are further extracted based on those detected landmarks, which can characterize spatial structural abnormalities and longitudinal landmark variations. Using these spatial and longitudinal features, a linear support vector machine is finally adopted to distinguish AD subjects or mild cognitive impairment (MCI) subjects from healthy controls (HCs). Experimental results on the Alzheimer's Disease Neuroimaging Initiative database demonstrate the superior performance and efficiency of the proposed method, with classification accuracies of 88.30% for AD versus HC and 79.02% for MCI versus HC, respectively.","Jun Zhang, Mingxia Liu, Le An, et al.",IEEE Journal of Biomedical and Health Informatics,2017,5/16/2017,classification; support vector machine; ann,H,mri; ct; segmentation,openalex_adni_H_ml_top350.csv,FALSE,Kernel / instance-based,Support Vector Machine,FALSE,Kernel / instance-based,Support Vector Machine
camelyon,openalex_camelyon_H_ml_top350.csv,188,Multi-Scale Efficient Graph-Transformer for Whole Slide Image Classification,https://doi.org/10.1109/jbhi.2023.3317067,H,2,TRUE,Transformer,Deep learning,TRUE,Transformer,Deep learning,TRUE,ok,10.1109/jbhi.2023.3317067,https://openalex.org/W4386857835,https://doi.org/10.1109/jbhi.2023.3317067,Multi-Scale Efficient Graph-Transformer for Whole Slide Image Classification,"The multi-scale information among the whole slide images (WSIs) is essential for cancer diagnosis. Although the existing multi-scale vision Transformer has shown its effectiveness for learning multi-scale image representation, it still cannot work well on the gigapixel WSIs due to their extremely large image sizes. To this end, we propose a novel Multi-scale Efficient Graph-Transformer (MEGT) framework for WSI classification. The key idea of MEGT is to adopt two independent efficient Graph-based Transformer (EGT) branches to process the low-resolution and high-resolution patch embeddings (i.e., tokens in a Transformer) of WSIs, respectively, and then fuse these tokens via a multi-scale feature fusion module (MFFM). Specifically, we design an EGT to efficiently learn the local-global information of patch tokens, which integrates the graph representation into Transformer to capture spatial-related information of WSIs. Meanwhile, we propose a novel MFFM to alleviate the semantic gap among different resolution patches during feature fusion, which creates a non-patch token for each branch as an agent to exchange information with another branch by cross-attention mechanism. In addition, to expedite network training, a new token pruning module is developed in EGT to reduce the redundant tokens. Extensive experiments on both TCGA-RCC and CAMELYON16 datasets demonstrate the effectiveness of the proposed MEGT.","Saisai Ding, Juncheng Li, Jun Wang, et al.",IEEE Journal of Biomedical and Health Informatics,2023,9/19/2023,classification; ann; transformer,H,whole slide image; ct; image classification,openalex_camelyon_H_ml_top350.csv,FALSE,Deep learning,Transformer,FALSE,Deep learning,Transformer
gtex,openalex_gtex_H_ml_top350.csv,33,Survey of the Heritability and Sparse Architecture of Gene Expression Traits across Human Tissues,https://doi.org/10.1371/journal.pgen.1006423,H,4,TRUE,Transformer; Elastic Net; LASSO; Linear Regression; Ridge Regression; Mixed-Effects Model,Deep learning; Linear / GLM; Probabilistic / statistical,TRUE,Elastic Net,Linear / GLM,TRUE,ok,10.1371/journal.pgen.1006423,https://openalex.org/W2555754253,https://doi.org/10.1371/journal.pgen.1006423,Survey of the Heritability and Sparse Architecture of Gene Expression Traits across Human Tissues,"Understanding the genetic architecture of gene expression traits is key to elucidating the underlying mechanisms of complex traits. Here, for the first time, we perform a systematic survey of the heritability and the distribution of effect sizes across all representative tissues in the human body. We find that local h2 can be relatively well characterized with 59% of expressed genes showing significant h2 (FDR < 0.1) in the DGN whole blood cohort. However, current sample sizes (n ≤ 922) do not allow us to compute distal h2. Bayesian Sparse Linear Mixed Model (BSLMM) analysis provides strong evidence that the genetic contribution to local expression traits is dominated by a handful of genetic variants rather than by the collective contribution of a large number of variants each of modest size. In other words, the local architecture of gene expression traits is sparse rather than polygenic across all 40 tissues (from DGN and GTEx) examined. This result is confirmed by the sparsity of optimal performing gene expression predictors via elastic net modeling. To further explore the tissue context specificity, we decompose the expression traits into cross-tissue and tissue-specific components using a novel Orthogonal Tissue Decomposition (OTD) approach. Through a series of simulations we show that the cross-tissue and tissue-specific components are identifiable via OTD. Heritability and sparsity estimates of these derived expression phenotypes show similar characteristics to the original traits. Consistent properties relative to prior GTEx multi-tissue analysis results suggest that these traits reflect the expected biology. Finally, we apply this knowledge to develop prediction models of gene expression traits for all tissues. The prediction models, heritability, and prediction performance R2 for original and decomposed expression phenotypes are made publicly available (https://github.com/hakyimlab/PrediXcan).","Heather E. Wheeler, Kaanan P. Shah, Jonathon Brenner, et al.",PLoS Genetics,2016,11/11/2016,prediction model; prediction; elastic net,H,ct; gene expression,openalex_gtex_H_ml_top350.csv,TRUE,Linear / GLM,Elastic Net,FALSE,Linear / GLM;Probabilistic / statistical,Elastic Net;LASSO;Ridge Regression;Mixed-Effects Model
gtex,openalex_gtex_H_ml_top350.csv,137,Genome-wide association study in Japanese females identifies fifteen novel skin-related trait associations,https://doi.org/10.1038/s41598-018-27145-2,H,5,TRUE,Logistic Regression,Linear / GLM,TRUE,Logistic Regression,Linear / GLM,TRUE,ok,10.1038/s41598-018-27145-2,https://openalex.org/W2806309723,https://doi.org/10.1038/s41598-018-27145-2,Genome-wide association study in Japanese females identifies fifteen novel skin-related trait associations,"Skin trait variation impacts quality-of-life, especially for females from the viewpoint of beauty. To investigate genetic variation related to these traits, we conducted a GWAS of various skin phenotypes in 11,311 Japanese women and identified associations for age-spots, freckles, double eyelids, straight/curly hair, eyebrow thickness, hairiness, and sweating. In silico annotation with RoadMap Epigenomics epigenetic state maps and colocalization analysis of GWAS and GTEx Project eQTL signals provided information about tissue specificity, candidate causal variants, and functional target genes. Novel signals for skin-spot traits neighboured AKAP1/MSI2 (rs17833789; P = 2.2 × 10<sup>-9</sup>), BNC2 (rs10810635; P = 2.1 × 10<sup>-22</sup>), HSPA12A (rs12259842; P = 7.1 × 10<sup>-11</sup>), PPARGC1B (rs251468; P = 1.3 × 10<sup>-21</sup>), and RAB11FIP2 (rs10444039; P = 5.6 × 10<sup>-21</sup>). HSPA12A SNPs were the only protein-coding gene eQTLs identified across skin-spot loci. Double edged eyelid analysis identified that a signal around EMX2 (rs12570134; P = 8.2 × 10<sup>-15</sup>) was also associated with expression of EMX2 and the antisense-RNA gene EMX2OS in brain putamen basal ganglia tissue. A known hair morphology signal in EDAR was associated with both eyebrow thickness (rs3827760; P = 1.7 × 10<sup>-9</sup>) and straight/curly hair (rs260643; P = 1.6 × 10<sup>-103</sup>). Excessive hairiness signals' top SNPs were also eQTLs for TBX15 (rs984225; P = 1.6 × 10<sup>-8</sup>), BCL2 (rs7226979; P = 7.3 × 10<sup>-11</sup>), and GCC2 and LIMS1 (rs6542772; P = 2.2 × 10<sup>-9</sup>). For excessive sweating, top variants in two signals in chr2:28.82-29.05 Mb (rs56089836; P = 1.7 × 10<sup>-11</sup>) were eQTLs for either PPP1CB or PLB1, while a top chr16:48.26-48.45 Mb locus SNP was a known ABCC11 missense variant (rs6500380; P = 6.8 × 10<sup>-10</sup>). In total, we identified twelve loci containing sixteen association signals, of which fifteen were novel. These findings will help dermatologic researchers better understand the genetic underpinnings of skin-related phenotypic variation in human populations.","Chihiro Endo, Todd A. Johnson, Ryoko Morino, et al.",Scientific Reports,2018,6/6/2018,ann,H,omics; genomics; ct,openalex_gtex_H_ml_top350.csv,TRUE,None/Unclear,None/Unclear,TRUE,,
camelyon,openalex_camelyon_H_ml_top350.csv,227,MS2M: Multi-granularity Self-supervised Second-order Multiple Instance Learning for Breast Cancer Pathology Image,https://doi.org/10.1109/tbdata.2025.3648289,H,1,TRUE,DNN; Transformer,Deep learning,TRUE,Transformer,Deep learning,TRUE,ok,10.1109/tbdata.2025.3648289,https://openalex.org/W7117156602,https://doi.org/10.1109/tbdata.2025.3648289,MS2M: Multi-granularity Self-supervised Second-order Multiple Instance Learning for Breast Cancer Pathology Image,"Combining big data and deep learning can analyze large-scale breast cancer pathology images for auxiliary diagnosis. Furthermore, Whole Slide Images (WSIs) of breast cancer pathology offer detailed tissue feature information, which supports the accurate identification of malignant lesions. Current approaches combine Self-Supervised Learning (SSL) and Multiple Instance Learning (MIL) for WSI analysis, aiming to address the issues of billion-level pixels in a single WSI and the lack of precise annotations. However, pseudo-labels produced by SSL frequently lack accuracy, and MIL fails to effectively integrate global information at the WSI level, resulting in performance bottlenecks. This paper proposes the Multi-granularity Self-supervised Second-order MIL (MS2M) to tackle these issues. MS2M first achieves instance-level fine-grained feature learning through multi-granularity SSL and optimizes instance-level representations using bag-level labels within the MIL framework. Then, the transformer captures long-range dependencies between instances. When combined with second-order (covariance) pooling, it also captures high-order relational information. This process generates a robust bag-level representation. MS2M achieves accuracies of 0.9845 and 0.9719 on the CAMELYON16 and private breast cancer WSI datasets, respectively, outperforming existing methods.","Z. Wang, Yiming Sun, Haitao Yao, et al.",IEEE Transactions on Big Data,2025,1/1/2025,deep learning; ann; transformer,H,whole slide image; ct,openalex_camelyon_H_ml_top350.csv,FALSE,Deep learning,Transformer,FALSE,Deep learning,DNN;Transformer
